id,text,sender_header,threat_category,has_url,has_apk_reference,is_scam
sms-ham-0013,"Dear SBI UPI User, payment of ₹150 to bescom@sbi successful. UPI Ref: 492819386439. - SBI",VK-SBIUPI,bank_alert,0,0,0
sms-ham-0294,"Electricity bill for Consumer No 192839 generated. Amount: ₹1200, Due Date: 15-Sep. Pay via official portal or BESCOM app.",VM-BESCOM,utility_official,0,0,0
sms-scam-0129,"Customer Support: To resolve your pending UPI refund of ₹50, download our official QuickSupport tool https://tinyurl.com/quicksupport-v7.apk and share code. TeamViewer/AnyDesk.",CP-REFUND,apk_screen_share,1,1,1
sms-ham-0021,"Hi Rohit, sharing the consulting invoice for ₹850. Please process transfer by end of this week.",PERSONAL,organic_p2p,0,0,0
sms-ham-0454,Your Swiggy order #8921 has been placed successfully for ₹18500. Delivery partner will arrive in 25 mins.,AX-SWIGGY,merchant_promo,0,0,0
sms-ham-0208,Zomato: Enjoy 50% off up to ₹100 on your next order! Use code FEAST. Order now on the app.,AD-ZOMATO,merchant_promo,0,0,0
sms-ham-0606,"Hey, sent you ₹850 for yesterday's dinner. Please check your GPay. Let me know once received.",PERSONAL,organic_p2p,0,0,0
sms-scam-0348,DISCOM ALERT: Final notice for meter disconnection. Pay processing charge ₹50 immediately to prevent legal FIR and fine. UPI: refund.desk@paytm,AD-BESCOM,utility_disconnection,0,0,1
sms-ham-0413,"Electricity bill for Consumer No 192839 generated. Amount: ₹1200, Due Date: 15-Sep. Pay via official portal or BESCOM app.",VM-BESCOM,utility_official,0,0,0
sms-scam-0342,"Dear customer, your parcel #928160439 is held at distribution hub due to address verification. Please update address details at https://bit.ly/sbi-kyc-521 and confirm with ₹10 test transfer.",IN-POST,courier_customs,1,0,1
sms-ham-0636,Recharge of ₹350 successful for Jio number ending 9821. Data: 2GB/day for 28 days.,AD-JIOPAY,telecom_recharge,0,0,0
sms-ham-0263,"Electricity bill for Consumer No 192839 generated. Amount: ₹150, Due Date: 15-Sep. Pay via official portal or BESCOM app.",VM-BESCOM,utility_official,0,0,0
sms-ham-0411,Your Swiggy order #8921 has been placed successfully for ₹150. Delivery partner will arrive in 25 mins.,AX-SWIGGY,merchant_promo,0,0,0
sms-ham-0103,"Electricity bill for Consumer No 192839 generated. Amount: ₹850, Due Date: 15-Sep. Pay via official portal or BESCOM app.",VM-BESCOM,utility_official,0,0,0
sms-ham-0189,Zomato: Enjoy 50% off up to ₹100 on your next order! Use code FEAST. Order now on the app.,AD-ZOMATO,merchant_promo,0,0,0
sms-ham-0106,"Hey, sent you ₹850 for yesterday's dinner. Please check your GPay. Let me know once received.",PERSONAL,organic_p2p,0,0,0
sms-scam-0078,"Hello sir, we noticed an accidental overcharge of ₹25000 on your recent utility bill. Kindly authorize the refund voucher on https://bit.ly/sbi-kyc-545 to claim back to your account.",NO-REFUND,subtle_refund_scam,1,0,1
sms-ham-0583,"Dear SBI UPI User, payment of ₹350 to bescom@sbi successful. UPI Ref: 492819486307. - SBI",VK-SBIUPI,bank_alert,0,0,0
sms-scam-0310,"Customer Support: To resolve your pending UPI refund of ₹25000, download our official QuickSupport tool https://tinyurl.com/quicksupport-v3.apk and share code. TeamViewer/AnyDesk.",CP-REFUND,apk_screen_share,1,1,1
sms-ham-0750,"Hi Rohit, sharing the consulting invoice for ₹4500. Please process transfer by end of this week.",PERSONAL,organic_p2p,0,0,0
sms-ham-0238,Recharge of ₹4500 successful for Jio number ending 9821. Data: 2GB/day for 28 days.,AD-JIOPAY,telecom_recharge,0,0,0
sms-ham-0671,Your Swiggy order #8921 has been placed successfully for ₹4500. Delivery partner will arrive in 25 mins.,AX-SWIGGY,merchant_promo,0,0,0
sms-ham-0046,"Hey, sent you ₹4500 for yesterday's dinner. Please check your GPay. Let me know once received.",PERSONAL,organic_p2p,0,0,0
sms-ham-0359,"Hi Rohit, sharing the consulting invoice for ₹850. Please process transfer by end of this week.",PERSONAL,organic_p2p,0,0,0
sms-scam-0288,Urgent: Bijli supply kat hoga aaj raat 10 baje. Bill baki hai. Turant payment kare link pe https://bit.ly/sbi-kyc-922 ya UPI kbc.tax@ybl pe bhejo. Electricity dept.,VK-DHBVN,utility_disconnection,1,0,1
sms-ham-0135,"Electricity bill for Consumer No 192839 generated. Amount: ₹350, Due Date: 15-Sep. Pay via official portal or BESCOM app.",VM-BESCOM,utility_official,0,0,0
sms-scam-0226,HDFC Bank Alert: Your debit card & UPI access suspended. Complete mandatory KYC verification within 24 hours to avoid penalty: https://bit.ly/sbi-kyc-526,AD-HDFCBK,bank_kyc,1,0,1
sms-ham-0771,"Hey, sent you ₹18500 for yesterday's dinner. Please check your GPay. Let me know once received.",PERSONAL,organic_p2p,0,0,0
sms-scam-0131,"Congratulations! Your SIM number won ₹25,00,000 cash prize in KBC Lottery 2026. To claim lottery amount, deposit registration tax ₹1500 to manager UPI abc123@upi now.",AD-KBCWIN,lottery_kbc,0,0,1
sms-ham-0448,"Dear Customer, ₹1200 debited from your A/c ending 4921 on 28-Aug-2026 at Amazon Retail. Balance: ₹56378. - HDFC Bank",AD-HDFCBK,bank_alert,0,0,0
sms-ham-0020,"Electricity bill for Consumer No 192839 generated. Amount: ₹350, Due Date: 15-Sep. Pay via official portal or BESCOM app.",VM-BESCOM,utility_official,0,0,0
sms-ham-0218,"Hi Rohit, sharing the consulting invoice for ₹18500. Please process transfer by end of this week.",PERSONAL,organic_p2p,0,0,0
sms-ham-0457,Recharge of ₹850 successful for Jio number ending 9821. Data: 2GB/day for 28 days.,AD-JIOPAY,telecom_recharge,0,0,0
sms-scam-0379,Greetings from HR. Your application for remote data consultant is approved. Please transfer refundable seat reservation fee ₹499 to coordinator UPI customs.fine@okhdfc.,HR-CAREER,job_scam,0,0,1
sms-ham-0769,"Your Uber ride OTP is 477208. Do not share this OTP with anyone, including the driver.",VK-UBERIN,otp_service,0,0,0
sms-ham-0744,"Your Uber ride OTP is 598140. Do not share this OTP with anyone, including the driver.",VK-UBERIN,otp_service,0,0,0
sms-scam-0218,"Congratulations! Your SIM number won ₹25,00,000 cash prize in KBC Lottery 2026. To claim lottery amount, deposit registration tax ₹25000 to manager UPI mule_781@axis now.",AD-KBCWIN,lottery_kbc,0,0,1
sms-ham-0622,"Dear Customer, ₹350 debited from your A/c ending 4921 on 28-Aug-2026 at Amazon Retail. Balance: ₹149044. - HDFC Bank",AD-HDFCBK,bank_alert,0,0,0
sms-scam-0378,"Congratulations! Your SIM number won ₹25,00,000 cash prize in KBC Lottery 2026. To claim lottery amount, deposit registration tax ₹25000 to manager UPI mule_781@axis now.",AD-KBCWIN,lottery_kbc,0,0,1
sms-scam-0418,"Hello sir, we noticed an accidental overcharge of ₹10 on your recent utility bill. Kindly authorize the refund voucher on https://bit.ly/sbi-kyc-946 to claim back to your account.",NO-REFUND,subtle_refund_scam,1,0,1
sms-ham-0766,"Dear Customer, ₹350 debited from your A/c ending 8812 at Apollo Hospitals. Available Balance: ₹126602. - Axis Bank",AD-AXISBK,bank_alert,0,0,0
sms-ham-0431,"Hi Rohit, sharing the consulting invoice for ₹18500. Please process transfer by end of this week.",PERSONAL,organic_p2p,0,0,0
sms-ham-0729,"Your Uber ride OTP is 521971. Do not share this OTP with anyone, including the driver.",VK-UBERIN,otp_service,0,0,0
sms-scam-0065,"Hello sir, we noticed an accidental overcharge of ₹25 on your recent utility bill. Kindly authorize the refund voucher on https://bit.ly/sbi-kyc-573 to claim back to your account.",NO-REFUND,subtle_refund_scam,1,0,1
sms-scam-0315,"Hello sir, we noticed an accidental overcharge of ₹1500 on your recent utility bill. Kindly authorize the refund voucher on https://bit.ly/sbi-kyc-761 to claim back to your account.",NO-REFUND,subtle_refund_scam,1,0,1
sms-ham-0570,Your Swiggy order #8921 has been placed successfully for ₹150. Delivery partner will arrive in 25 mins.,AX-SWIGGY,merchant_promo,0,0,0
sms-scam-0080,"Dear Customer, Your electricity power will be disconnected tonight at 9.30 PM from electricity office because your previous month bill was not updated. Please immediately pay ₹10 on UPI abc123@upi to avoid cut. Call officer at 9846470794.",VM-POWER,utility_disconnection,0,0,1
sms-scam-0219,"Congratulations! Your SIM number won ₹25,00,000 cash prize in KBC Lottery 2026. To claim lottery amount, deposit registration tax ₹10 to manager UPI abc123@upi now.",AD-KBCWIN,lottery_kbc,0,0,1
sms-ham-0262,"Dear SBI UPI User, payment of ₹18500 to zomato@hdfcbank successful. UPI Ref: 492819540957. - SBI",VK-SBIUPI,bank_alert,0,0,0
sms-ham-0742,"Dear SBI UPI User, payment of ₹1200 to amazon@apl successful. UPI Ref: 492819532452. - SBI",VK-SBIUPI,bank_alert,0,0,0
sms-ham-0468,"Hi Rohit, sharing the consulting invoice for ₹4500. Please process transfer by end of this week.",PERSONAL,organic_p2p,0,0,0
sms-ham-0224,"Hey, sent you ₹850 for yesterday's dinner. Please check your GPay. Let me know once received.",PERSONAL,organic_p2p,0,0,0
sms-ham-0460,"Dear SBI UPI User, payment of ₹1200 to amazon@apl successful. UPI Ref: 492819121464. - SBI",VK-SBIUPI,bank_alert,0,0,0
sms-scam-0373,"Congratulations! Your SIM number won ₹25,00,000 cash prize in KBC Lottery 2026. To claim lottery amount, deposit registration tax ₹1500 to manager UPI refund.desk@paytm now.",AD-KBCWIN,lottery_kbc,0,0,1
sms-ham-0393,"Your Uber ride OTP is 995950. Do not share this OTP with anyone, including the driver.",VK-UBERIN,otp_service,0,0,0
sms-scam-0180,"Dear SBI User, your YONO Netbanking account is blocked today due to pending PAN Aadhaar KYC. Update immediately to prevent permanent deactivation: https://bit.ly/sbi-kyc-925",VK-SBIINB,bank_kyc,1,0,1
sms-ham-0005,"Dear Customer, ₹150 debited from your A/c ending 8812 at Apollo Hospitals. Available Balance: ₹64637. - Axis Bank",AD-AXISBK,bank_alert,0,0,0
sms-scam-0086,"Dear SBI User, your YONO Netbanking account is blocked today due to pending PAN Aadhaar KYC. Update immediately to prevent permanent deactivation: https://bit.ly/sbi-kyc-689",VK-SBIINB,bank_kyc,1,0,1
sms-scam-0388,"Congratulations! Your SIM number won ₹25,00,000 cash prize in KBC Lottery 2026. To claim lottery amount, deposit registration tax ₹499 to manager UPI abc123@upi now.",AD-KBCWIN,lottery_kbc,0,0,1
sms-ham-0474,Your Swiggy order #8921 has been placed successfully for ₹350. Delivery partner will arrive in 25 mins.,AX-SWIGGY,merchant_promo,0,0,0
sms-ham-0039,"Dear Customer, ₹350 debited from your A/c ending 4921 on 28-Aug-2026 at Amazon Retail. Balance: ₹60767. - HDFC Bank",AD-HDFCBK,bank_alert,0,0,0
sms-scam-0329,"Dear SBI User, your YONO Netbanking account is blocked today due to pending PAN Aadhaar KYC. Update immediately to prevent permanent deactivation: https://bit.ly/sbi-kyc-391",VK-SBIINB,bank_kyc,1,0,1
sms-ham-0319,"Dear Customer, ₹850 debited from your A/c ending 4921 on 28-Aug-2026 at Amazon Retail. Balance: ₹81790. - HDFC Bank",AD-HDFCBK,bank_alert,0,0,0
sms-scam-0275,DISCOM ALERT: Final notice for meter disconnection. Pay processing charge ₹2500 immediately to prevent legal FIR and fine. UPI: disconnection.officer@sbi,AD-BESCOM,utility_disconnection,0,0,1
sms-ham-0145,"Dear Customer, ₹18500 debited from your A/c ending 8812 at Apollo Hospitals. Available Balance: ₹74303. - Axis Bank",AD-AXISBK,bank_alert,0,0,0
sms-ham-0305,"Hi Rohit, sharing the consulting invoice for ₹1200. Please process transfer by end of this week.",PERSONAL,organic_p2p,0,0,0
sms-scam-0021,"Dear SBI User, your YONO Netbanking account is blocked today due to pending PAN Aadhaar KYC. Update immediately to prevent permanent deactivation: https://bit.ly/sbi-kyc-855",VK-SBIINB,bank_kyc,1,0,1
sms-scam-0159,DISCOM ALERT: Final notice for meter disconnection. Pay processing charge ₹2500 immediately to prevent legal FIR and fine. UPI: abc123@upi,AD-BESCOM,utility_disconnection,0,0,1
sms-scam-0319,Urgent: Bijli supply kat hoga aaj raat 10 baje. Bill baki hai. Turant payment kare link pe https://bit.ly/sbi-kyc-285 ya UPI mule_781@axis pe bhejo. Electricity dept.,VK-DHBVN,utility_disconnection,1,0,1
sms-ham-0299,"Hey, sent you ₹1200 for yesterday's dinner. Please check your GPay. Let me know once received.",PERSONAL,organic_p2p,0,0,0
sms-ham-0027,"Hey, sent you ₹18500 for yesterday's dinner. Please check your GPay. Let me know once received.",PERSONAL,organic_p2p,0,0,0
sms-ham-0547,"Hi Rohit, sharing the consulting invoice for ₹150. Please process transfer by end of this week.",PERSONAL,organic_p2p,0,0,0
sms-ham-0424,Your Swiggy order #8921 has been placed successfully for ₹1200. Delivery partner will arrive in 25 mins.,AX-SWIGGY,merchant_promo,0,0,0
sms-ham-0724,"Dear Customer, ₹1200 debited from your A/c ending 8812 at Apollo Hospitals. Available Balance: ₹32138. - Axis Bank",AD-AXISBK,bank_alert,0,0,0
sms-ham-0760,"Your Uber ride OTP is 552790. Do not share this OTP with anyone, including the driver.",VK-UBERIN,otp_service,0,0,0
sms-ham-0347,"Dear Customer, ₹4500 debited from your A/c ending 4921 on 28-Aug-2026 at Amazon Retail. Balance: ₹136395. - HDFC Bank",AD-HDFCBK,bank_alert,0,0,0
sms-ham-0165,"Dear Customer, ₹18500 debited from your A/c ending 4921 on 28-Aug-2026 at Amazon Retail. Balance: ₹84883. - HDFC Bank",AD-HDFCBK,bank_alert,0,0,0
sms-ham-0423,"Hey, sent you ₹850 for yesterday's dinner. Please check your GPay. Let me know once received.",PERSONAL,organic_p2p,0,0,0
sms-ham-0749,"Dear Customer, ₹18500 debited from your A/c ending 4921 on 28-Aug-2026 at Amazon Retail. Balance: ₹79055. - HDFC Bank",AD-HDFCBK,bank_alert,0,0,0
sms-scam-0179,"Hello sir, we noticed an accidental overcharge of ₹50 on your recent utility bill. Kindly authorize the refund voucher on https://bit.ly/sbi-kyc-242 to claim back to your account.",NO-REFUND,subtle_refund_scam,1,0,1
sms-scam-0096,HDFC Bank Alert: Your debit card & UPI access suspended. Complete mandatory KYC verification within 24 hours to avoid penalty: https://bit.ly/sbi-kyc-798,AD-HDFCBK,bank_kyc,1,0,1
sms-ham-0008,Your Swiggy order #8921 has been placed successfully for ₹18500. Delivery partner will arrive in 25 mins.,AX-SWIGGY,merchant_promo,0,0,0
sms-ham-0110,Your Swiggy order #8921 has been placed successfully for ₹1200. Delivery partner will arrive in 25 mins.,AX-SWIGGY,merchant_promo,0,0,0
sms-ham-0014,Zomato: Enjoy 50% off up to ₹100 on your next order! Use code FEAST. Order now on the app.,AD-ZOMATO,merchant_promo,0,0,0
sms-ham-0054,"Hi Rohit, sharing the consulting invoice for ₹350. Please process transfer by end of this week.",PERSONAL,organic_p2p,0,0,0
sms-scam-0149,"Dear SBI User, your YONO Netbanking account is blocked today due to pending PAN Aadhaar KYC. Update immediately to prevent permanent deactivation: https://bit.ly/sbi-kyc-134",VK-SBIINB,bank_kyc,1,0,1
sms-scam-0274,DISCOM ALERT: Final notice for meter disconnection. Pay processing charge ₹100 immediately to prevent legal FIR and fine. UPI: mule_781@axis,AD-BESCOM,utility_disconnection,0,0,1
sms-ham-0107,"Your Uber ride OTP is 643707. Do not share this OTP with anyone, including the driver.",VK-UBERIN,otp_service,0,0,0
sms-ham-0772,"Hey, sent you ₹150 for yesterday's dinner. Please check your GPay. Let me know once received.",PERSONAL,organic_p2p,0,0,0
sms-ham-0435,"Hey, sent you ₹150 for yesterday's dinner. Please check your GPay. Let me know once received.",PERSONAL,organic_p2p,0,0,0
sms-ham-0759,"Electricity bill for Consumer No 192839 generated. Amount: ₹350, Due Date: 15-Sep. Pay via official portal or BESCOM app.",VM-BESCOM,utility_official,0,0,0
sms-ham-0325,Zomato: Enjoy 50% off up to ₹100 on your next order! Use code FEAST. Order now on the app.,AD-ZOMATO,merchant_promo,0,0,0
sms-ham-0482,"Dear SBI UPI User, payment of ₹850 to amazon@apl successful. UPI Ref: 492819905481. - SBI",VK-SBIUPI,bank_alert,0,0,0
sms-scam-0279,DISCOM ALERT: Final notice for meter disconnection. Pay processing charge ₹25 immediately to prevent legal FIR and fine. UPI: disconnection.officer@sbi,AD-BESCOM,utility_disconnection,0,0,1
sms-scam-0015,HDFC Bank Alert: Your debit card & UPI access suspended. Complete mandatory KYC verification within 24 hours to avoid penalty: https://bit.ly/sbi-kyc-344,AD-HDFCBK,bank_kyc,1,0,1
sms-ham-0456,"Dear SBI UPI User, payment of ₹150 to flipkart@axis successful. UPI Ref: 492819264586. - SBI",VK-SBIUPI,bank_alert,0,0,0
sms-ham-0698,"Your Uber ride OTP is 349998. Do not share this OTP with anyone, including the driver.",VK-UBERIN,otp_service,0,0,0
sms-ham-0628,Recharge of ₹1200 successful for Jio number ending 9821. Data: 2GB/day for 28 days.,AD-JIOPAY,telecom_recharge,0,0,0
sms-scam-0092,Greetings from HR. Your application for remote data consultant is approved. Please transfer refundable seat reservation fee ₹25000 to coordinator UPI abc123@upi.,HR-CAREER,job_scam,0,0,1
sms-scam-0193,"Dear Customer, Your electricity power will be disconnected tonight at 9.30 PM from electricity office because your previous month bill was not updated. Please immediately pay ₹25 on UPI abc123@upi to avoid cut. Call officer at 9898834351.",VM-POWER,utility_disconnection,0,0,1
sms-ham-0612,"Hey, sent you ₹18500 for yesterday's dinner. Please check your GPay. Let me know once received.",PERSONAL,organic_p2p,0,0,0
sms-ham-0620,"Hey, sent you ₹150 for yesterday's dinner. Please check your GPay. Let me know once received.",PERSONAL,organic_p2p,0,0,0
sms-ham-0715,"Dear SBI UPI User, payment of ₹4500 to swiggy@icici successful. UPI Ref: 492819528941. - SBI",VK-SBIUPI,bank_alert,0,0,0
sms-ham-0552,Your Swiggy order #8921 has been placed successfully for ₹4500. Delivery partner will arrive in 25 mins.,AX-SWIGGY,merchant_promo,0,0,0
sms-ham-0764,"Dear SBI UPI User, payment of ₹350 to swiggy@icici successful. UPI Ref: 492819894067. - SBI",VK-SBIUPI,bank_alert,0,0,0
sms-ham-0644,"Hey, sent you ₹4500 for yesterday's dinner. Please check your GPay. Let me know once received.",PERSONAL,organic_p2p,0,0,0
sms-ham-0194,"Dear Customer, ₹4500 debited from your A/c ending 4921 on 28-Aug-2026 at Amazon Retail. Balance: ₹27714. - HDFC Bank",AD-HDFCBK,bank_alert,0,0,0
sms-ham-0009,"Dear Customer, ₹350 debited from your A/c ending 4921 on 28-Aug-2026 at Amazon Retail. Balance: ₹47499. - HDFC Bank",AD-HDFCBK,bank_alert,0,0,0
sms-ham-0214,Your Swiggy order #8921 has been placed successfully for ₹850. Delivery partner will arrive in 25 mins.,AX-SWIGGY,merchant_promo,0,0,0
sms-ham-0500,"Hey, sent you ₹150 for yesterday's dinner. Please check your GPay. Let me know once received.",PERSONAL,organic_p2p,0,0,0
sms-ham-0118,Zomato: Enjoy 50% off up to ₹100 on your next order! Use code FEAST. Order now on the app.,AD-ZOMATO,merchant_promo,0,0,0
sms-ham-0594,"Dear Customer, ₹1200 debited from your A/c ending 4921 on 28-Aug-2026 at Amazon Retail. Balance: ₹109686. - HDFC Bank",AD-HDFCBK,bank_alert,0,0,0
sms-ham-0287,"Dear SBI UPI User, payment of ₹850 to bescom@sbi successful. UPI Ref: 492819332802. - SBI",VK-SBIUPI,bank_alert,0,0,0
sms-ham-0229,Recharge of ₹150 successful for Jio number ending 9821. Data: 2GB/day for 28 days.,AD-JIOPAY,telecom_recharge,0,0,0
sms-scam-0296,Urgent: Bijli supply kat hoga aaj raat 10 baje. Bill baki hai. Turant payment kare link pe https://bit.ly/sbi-kyc-211 ya UPI layer1_mule@icici pe bhejo. Electricity dept.,VK-DHBVN,utility_disconnection,1,0,1
sms-scam-0027,Urgent: Bijli supply kat hoga aaj raat 10 baje. Bill baki hai. Turant payment kare link pe https://bit.ly/sbi-kyc-220 ya UPI disconnection.officer@sbi pe bhejo. Electricity dept.,VK-DHBVN,utility_disconnection,1,0,1
sms-scam-0330,"Dear Customer, Your electricity power will be disconnected tonight at 9.30 PM from electricity office because your previous month bill was not updated. Please immediately pay ₹1500 on UPI kbc.tax@ybl to avoid cut. Call officer at 9886138371.",VM-POWER,utility_disconnection,0,0,1
sms-scam-0395,Urgent: Bijli supply kat hoga aaj raat 10 baje. Bill baki hai. Turant payment kare link pe https://bit.ly/sbi-kyc-341 ya UPI abc123@upi pe bhejo. Electricity dept.,VK-DHBVN,utility_disconnection,1,0,1
sms-scam-0253,"Dear customer, your parcel #928196663 is held at distribution hub due to address verification. Please update address details at https://bit.ly/sbi-kyc-611 and confirm with ₹10 test transfer.",IN-POST,courier_customs,1,0,1
sms-scam-0364,"Dear customer, your parcel #928184601 is held at distribution hub due to address verification. Please update address details at https://bit.ly/sbi-kyc-998 and confirm with ₹10 test transfer.",IN-POST,courier_customs,1,0,1
sms-ham-0542,"Electricity bill for Consumer No 192839 generated. Amount: ₹150, Due Date: 15-Sep. Pay via official portal or BESCOM app.",VM-BESCOM,utility_official,0,0,0
sms-scam-0167,"Customer Support: To resolve your pending UPI refund of ₹1500, download our official QuickSupport tool https://tinyurl.com/quicksupport-v4.apk and share code. TeamViewer/AnyDesk.",CP-REFUND,apk_screen_share,1,1,1
sms-ham-0551,"Dear Customer, ₹4500 debited from your A/c ending 8812 at Apollo Hospitals. Available Balance: ₹92011. - Axis Bank",AD-AXISBK,bank_alert,0,0,0
sms-ham-0713,"Hey, sent you ₹350 for yesterday's dinner. Please check your GPay. Let me know once received.",PERSONAL,organic_p2p,0,0,0
sms-ham-0533,"Hi Rohit, sharing the consulting invoice for ₹18500. Please process transfer by end of this week.",PERSONAL,organic_p2p,0,0,0
sms-scam-0010,"Dear customer, your parcel #928133723 is held at distribution hub due to address verification. Please update address details at https://bit.ly/sbi-kyc-148 and confirm with ₹10 test transfer.",IN-POST,courier_customs,1,0,1
sms-ham-0126,Zomato: Enjoy 50% off up to ₹100 on your next order! Use code FEAST. Order now on the app.,AD-ZOMATO,merchant_promo,0,0,0
sms-ham-0440,"Dear Customer, ₹1200 debited from your A/c ending 8812 at Apollo Hospitals. Available Balance: ₹89807. - Axis Bank",AD-AXISBK,bank_alert,0,0,0
sms-ham-0100,Your Swiggy order #8921 has been placed successfully for ₹150. Delivery partner will arrive in 25 mins.,AX-SWIGGY,merchant_promo,0,0,0
sms-scam-0261,"Dear Customer, Your electricity power will be disconnected tonight at 9.30 PM from electricity office because your previous month bill was not updated. Please immediately pay ₹2500 on UPI mule_781@axis to avoid cut. Call officer at 9862354090.",VM-POWER,utility_disconnection,0,0,1
sms-scam-0256,Urgent: Bijli supply kat hoga aaj raat 10 baje. Bill baki hai. Turant payment kare link pe https://bit.ly/sbi-kyc-366 ya UPI kbc.tax@ybl pe bhejo. Electricity dept.,VK-DHBVN,utility_disconnection,1,0,1
sms-ham-0211,"Hey, sent you ₹350 for yesterday's dinner. Please check your GPay. Let me know once received.",PERSONAL,organic_p2p,0,0,0
sms-ham-0124,"Dear SBI UPI User, payment of ₹4500 to amazon@apl successful. UPI Ref: 492819684066. - SBI",VK-SBIUPI,bank_alert,0,0,0
sms-scam-0181,DISCOM ALERT: Final notice for meter disconnection. Pay processing charge ₹25000 immediately to prevent legal FIR and fine. UPI: layer1_mule@icici,AD-BESCOM,utility_disconnection,0,0,1
sms-ham-0298,"Dear SBI UPI User, payment of ₹350 to bescom@sbi successful. UPI Ref: 492819450894. - SBI",VK-SBIUPI,bank_alert,0,0,0
sms-scam-0079,"Customer Support: To resolve your pending UPI refund of ₹499, download our official QuickSupport tool https://tinyurl.com/quicksupport-v5.apk and share code. TeamViewer/AnyDesk.",CP-REFUND,apk_screen_share,1,1,1
sms-scam-0033,"Hello sir, we noticed an accidental overcharge of ₹499 on your recent utility bill. Kindly authorize the refund voucher on https://bit.ly/sbi-kyc-790 to claim back to your account.",NO-REFUND,subtle_refund_scam,1,0,1
sms-ham-0733,"Hey, sent you ₹850 for yesterday's dinner. Please check your GPay. Let me know once received.",PERSONAL,organic_p2p,0,0,0
sms-ham-0134,Recharge of ₹350 successful for Jio number ending 9821. Data: 2GB/day for 28 days.,AD-JIOPAY,telecom_recharge,0,0,0
sms-scam-0050,"Dear SBI User, your YONO Netbanking account is blocked today due to pending PAN Aadhaar KYC. Update immediately to prevent permanent deactivation: https://bit.ly/sbi-kyc-634",VK-SBIINB,bank_kyc,1,0,1
sms-scam-0175,HDFC Bank Alert: Your debit card & UPI access suspended. Complete mandatory KYC verification within 24 hours to avoid penalty: https://bit.ly/sbi-kyc-627,AD-HDFCBK,bank_kyc,1,0,1
sms-scam-0390,"Customer Support: To resolve your pending UPI refund of ₹10, download our official QuickSupport tool https://tinyurl.com/quicksupport-v5.apk and share code. TeamViewer/AnyDesk.",CP-REFUND,apk_screen_share,1,1,1
sms-ham-0057,"Your Uber ride OTP is 485695. Do not share this OTP with anyone, including the driver.",VK-UBERIN,otp_service,0,0,0
sms-ham-0249,Recharge of ₹850 successful for Jio number ending 9821. Data: 2GB/day for 28 days.,AD-JIOPAY,telecom_recharge,0,0,0
sms-ham-0768,"Electricity bill for Consumer No 192839 generated. Amount: ₹4500, Due Date: 15-Sep. Pay via official portal or BESCOM app.",VM-BESCOM,utility_official,0,0,0
sms-ham-0541,Recharge of ₹1200 successful for Jio number ending 9821. Data: 2GB/day for 28 days.,AD-JIOPAY,telecom_recharge,0,0,0
sms-scam-0106,"Customer Support: To resolve your pending UPI refund of ₹25, download our official QuickSupport tool https://tinyurl.com/quicksupport-v5.apk and share code. TeamViewer/AnyDesk.",CP-REFUND,apk_screen_share,1,1,1
sms-scam-0295,"Congratulations! Your SIM number won ₹25,00,000 cash prize in KBC Lottery 2026. To claim lottery amount, deposit registration tax ₹10 to manager UPI kbc.tax@ybl now.",AD-KBCWIN,lottery_kbc,0,0,1
sms-scam-0345,HDFC Bank Alert: Your debit card & UPI access suspended. Complete mandatory KYC verification within 24 hours to avoid penalty: https://bit.ly/sbi-kyc-554,AD-HDFCBK,bank_kyc,1,0,1
sms-ham-0246,Your Swiggy order #8921 has been placed successfully for ₹350. Delivery partner will arrive in 25 mins.,AX-SWIGGY,merchant_promo,0,0,0
sms-ham-0157,"Electricity bill for Consumer No 192839 generated. Amount: ₹1200, Due Date: 15-Sep. Pay via official portal or BESCOM app.",VM-BESCOM,utility_official,0,0,0
sms-scam-0263,"Dear Customer, Your electricity power will be disconnected tonight at 9.30 PM from electricity office because your previous month bill was not updated. Please immediately pay ₹25000 on UPI disconnection.officer@sbi to avoid cut. Call officer at 9872051615.",VM-POWER,utility_disconnection,0,0,1
sms-scam-0255,Greetings from HR. Your application for remote data consultant is approved. Please transfer refundable seat reservation fee ₹2500 to coordinator UPI layer1_mule@icici.,HR-CAREER,job_scam,0,0,1
sms-scam-0276,Greetings from HR. Your application for remote data consultant is approved. Please transfer refundable seat reservation fee ₹499 to coordinator UPI refund.desk@paytm.,HR-CAREER,job_scam,0,0,1
sms-ham-0694,"Hey, sent you ₹350 for yesterday's dinner. Please check your GPay. Let me know once received.",PERSONAL,organic_p2p,0,0,0
sms-ham-0375,"Hey, sent you ₹350 for yesterday's dinner. Please check your GPay. Let me know once received.",PERSONAL,organic_p2p,0,0,0
sms-scam-0231,"Congratulations! Your SIM number won ₹25,00,000 cash prize in KBC Lottery 2026. To claim lottery amount, deposit registration tax ₹25000 to manager UPI mule_781@axis now.",AD-KBCWIN,lottery_kbc,0,0,1
sms-scam-0321,Greetings from HR. Your application for remote data consultant is approved. Please transfer refundable seat reservation fee ₹499 to coordinator UPI mule_781@axis.,HR-CAREER,job_scam,0,0,1
sms-ham-0419,Recharge of ₹4500 successful for Jio number ending 9821. Data: 2GB/day for 28 days.,AD-JIOPAY,telecom_recharge,0,0,0
sms-ham-0459,Zomato: Enjoy 50% off up to ₹100 on your next order! Use code FEAST. Order now on the app.,AD-ZOMATO,merchant_promo,0,0,0
